external_id,nombre,apellidos,dni,email,telefono,fecha_alta,estado,sede_externa,empresa_id
S5000-04653,Nuria,"Pérez Núñez",60004653E,s5000.04653@example.invalid,"+34 600004653",2026-09-05,inactivo,"Sede sintética",999999
S5000-04654,Raúl,"Martín Sáez",60004654T,s5000.04654@example.invalid,600-004-654,2026-10-06,activo,"Sede sintética",999999
S5000-04655,Sofía,"Gómez León",60004655R,s5000.04655@example.invalid,"+34 600004655",2026-11-07,activo,"Sede sintética",999999
S5000-04656,Álvaro,"Muñoz García",60004656W,s5000.04656@example.invalid,600-004-656,2026-12-08,activo,"Sede sintética",999999
S5000-04657,Lucía,"Pérez Núñez",60004657A,s5000.04657@example.invalid,"+34 600004657",2026-01-09,activo,"Sede sintética",999999
S5000-04658,Iñigo,"Martín Sáez",60004658G,s5000.04658@example.invalid,600-004-658,2026-02-10,activo,"Sede sintética",999999
S5000-04659,"María José","Gómez León",60004659M,s5000.04659@example.invalid,"+34 600004659",2026-03-11,activo,"Sede sintética",999999
S5000-04660,Óscar,"Muñoz García",60004660Y,s5000.04660@example.invalid,600-004-660,2026-04-12,activo,"Sede sintética",999999
S5000-04661,Nuria,"Pérez Núñez",60004661F,s5000.04661@example.invalid,"+34 600004661",2026-05-13,activo,"Sede sintética",999999
S5000-04662,Raúl,"Martín Sáez",60004662P,s5000.04662@example.invalid,600-004-662,2026-06-14,activo,"Sede sintética",999999
S5000-04663,Sofía,"Gómez León",60004663D,s5000.04663@example.invalid,"+34 600004663",2026-07-15,activo,"Sede sintética",999999
S5000-04664,Álvaro,"Muñoz García",60004664X,s5000.04664@example.invalid,600-004-664,2026-08-16,inactivo,"Sede sintética",999999
S5000-04665,Lucía,"Pérez Núñez",60004665B,s5000.04665@example.invalid,"+34 600004665",2026-09-17,activo,"Sede sintética",999999
S5000-04666,Iñigo,"Martín Sáez",60004666N,s5000.04666@example.invalid,600-004-666,2026-10-18,activo,"Sede sintética",999999
S5000-04667,"María José","Gómez León",60004667J,s5000.04667@example.invalid,"+34 600004667",2026-11-19,activo,"Sede sintética",999999
S5000-04668,Óscar,"Muñoz García",60004668Z,s5000.04668@example.invalid,600-004-668,2026-12-20,activo,"Sede sintética",999999
S5000-04669,Nuria,"Pérez Núñez",60004669S,s5000.04669@example.invalid,"+34 600004669",2026-01-21,activo,"Sede sintética",999999
S5000-04670,Raúl,"Martín Sáez",60004670Q,s5000.04670@example.invalid,600-004-670,2026-02-22,activo,"Sede sintética",999999
S5000-04671,Sofía,"Gómez León",60004671V,s5000.04671@example.invalid,"+34 600004671",2026-03-23,activo,"Sede sintética",999999
S5000-04672,Álvaro,"Muñoz García",60004672H,s5000.04672@example.invalid,600-004-672,2026-04-24,activo,"Sede sintética",999999
S5000-04673,Lucía,"Pérez Núñez",60004673L,s5000.04673@example.invalid,"+34 600004673",2026-05-25,activo,"Sede sintética",999999
S5000-04674,Iñigo,"Martín Sáez",60004674C,s5000.04674@example.invalid,600-004-674,2026-06-26,activo,"Sede sintética",999999
S5000-04675,"María José","Gómez León",60004675K,s5000.04675@example.invalid,"+34 600004675",2026-07-27,inactivo,"Sede sintética",999999
S5000-04676,Óscar,"Muñoz García",60004676E,s5000.04676@example.invalid,600-004-676,2026-08-28,activo,"Sede sintética",999999
S5000-04677,Nuria,"Pérez Núñez",60004677T,s5000.04677@example.invalid,"+34 600004677",2026-09-01,activo,"Sede sintética",999999
S5000-04678,Raúl,"Martín Sáez",60004678R,s5000.04678@example.invalid,600-004-678,2026-10-02,activo,"Sede sintética",999999
S5000-04679,Sofía,"Gómez León",60004679W,s5000.04679@example.invalid,"+34 600004679",2026-11-03,activo,"Sede sintética",999999
S5000-04680,Álvaro,"Muñoz García",60004680A,s5000.04680@example.invalid,600-004-680,2026-12-04,activo,"Sede sintética",999999
S5000-04681,Lucía,"Pérez Núñez",60004681G,s5000.04681@example.invalid,"+34 600004681",2026-01-05,activo,"Sede sintética",999999
S5000-04682,Iñigo,"Martín Sáez",60004682M,s5000.04682@example.invalid,600-004-682,2026-02-06,activo,"Sede sintética",999999
S5000-04683,"María José","Gómez León",60004683Y,s5000.04683@example.invalid,"+34 600004683",2026-03-07,activo,"Sede sintética",999999
S5000-04684,Óscar,"Muñoz García",60004684F,s5000.04684@example.invalid,600-004-684,2026-04-08,activo,"Sede sintética",999999
S5000-04685,Nuria,"Pérez Núñez",60004685P,s5000.04685@example.invalid,"+34 600004685",2026-05-09,activo,"Sede sintética",999999
S5000-04686,Raúl,"Martín Sáez",60004686D,s5000.04686@example.invalid,600-004-686,2026-06-10,inactivo,"Sede sintética",999999
S5000-04687,Sofía,"Gómez León",60004687X,s5000.04687@example.invalid,"+34 600004687",2026-07-11,activo,"Sede sintética",999999
S5000-04688,Álvaro,"Muñoz García",60004688B,s5000.04688@example.invalid,600-004-688,2026-08-12,activo,"Sede sintética",999999
S5000-04689,Lucía,"Pérez Núñez",60004689N,s5000.04689@example.invalid,"+34 600004689",2026-09-13,activo,"Sede sintética",999999
S5000-04690,Iñigo,"Martín Sáez",60004690J,s5000.04690@example.invalid,600-004-690,2026-10-14,activo,"Sede sintética",999999
S5000-04691,"María José","Gómez León",60004691Z,s5000.04691@example.invalid,"+34 600004691",2026-11-15,activo,"Sede sintética",999999
S5000-04692,Óscar,"Muñoz García",60004692S,s5000.04692@example.invalid,600-004-692,2026-12-16,activo,"Sede sintética",999999
S5000-04693,Nuria,"Pérez Núñez",60004693Q,s5000.04693@example.invalid,"+34 600004693",2026-01-17,activo,"Sede sintética",999999
S5000-04694,Raúl,"Martín Sáez",60004694V,s5000.04694@example.invalid,600-004-694,2026-02-18,activo,"Sede sintética",999999
S5000-04695,Sofía,"Gómez León",60004695H,s5000.04695@example.invalid,"+34 600004695",2026-03-19,activo,"Sede sintética",999999
S5000-04696,Álvaro,"Muñoz García",60004696L,s5000.04696@example.invalid,600-004-696,2026-04-20,activo,"Sede sintética",999999
S5000-04697,Lucía,"Pérez Núñez",60004697C,s5000.04697@example.invalid,"+34 600004697",2026-05-21,inactivo,"Sede sintética",999999
S5000-04698,Iñigo,"Martín Sáez",60004698K,s5000.04698@example.invalid,600-004-698,2026-06-22,activo,"Sede sintética",999999
S5000-04699,"María José","Gómez León",60004699E,s5000.04699@example.invalid,"+34 600004699",2026-07-23,activo,"Sede sintética",999999
S5000-04700,Óscar,"Muñoz García",60004700T,s5000.04700@example.invalid,600-004-700,2026-08-24,activo,"Sede sintética",999999
S5000-04701,Nuria,"Pérez Núñez",60004701R,s5000.04701@example.invalid,"+34 600004701",2026-09-25,activo,"Sede sintética",999999
S5000-04702,Raúl,"Martín Sáez",60004702W,s5000.04702@example.invalid,600-004-702,2026-10-26,activo,"Sede sintética",999999
S5000-04703,Sofía,"Gómez León",60004703A,s5000.04703@example.invalid,"+34 600004703",2026-11-27,activo,"Sede sintética",999999
S5000-04704,Álvaro,"Muñoz García",60004704G,s5000.04704@example.invalid,600-004-704,2026-12-28,activo,"Sede sintética",999999
S5000-04705,Lucía,"Pérez Núñez",60004705M,s5000.04705@example.invalid,"+34 600004705",2026-01-01,activo,"Sede sintética",999999
S5000-04706,Iñigo,"Martín Sáez",60004706Y,s5000.04706@example.invalid,600-004-706,2026-02-02,activo,"Sede sintética",999999
S5000-04707,"María José","Gómez León",60004707F,s5000.04707@example.invalid,"+34 600004707",2026-03-03,activo,"Sede sintética",999999
S5000-04708,Óscar,"Muñoz García",60004708P,s5000.04708@example.invalid,600-004-708,2026-04-04,inactivo,"Sede sintética",999999
S5000-04709,Nuria,"Pérez Núñez",60004709D,s5000.04709@example.invalid,"+34 600004709",2026-05-05,activo,"Sede sintética",999999
S5000-04710,Raúl,"Martín Sáez",60004710X,s5000.04710@example.invalid,600-004-710,2026-06-06,activo,"Sede sintética",999999
S5000-04711,Sofía,"Gómez León",60004711B,s5000.04711@example.invalid,"+34 600004711",2026-07-07,activo,"Sede sintética",999999
S5000-04712,Álvaro,"Muñoz García",60004712N,s5000.04712@example.invalid,600-004-712,2026-08-08,activo,"Sede sintética",999999
S5000-04713,Lucía,"Pérez Núñez",60004713J,s5000.04713@example.invalid,"+34 600004713",2026-09-09,activo,"Sede sintética",999999
S5000-04714,Iñigo,"Martín Sáez",60004714Z,s5000.04714@example.invalid,600-004-714,2026-10-10,activo,"Sede sintética",999999
S5000-04715,"María José","Gómez León",60004715S,s5000.04715@example.invalid,"+34 600004715",2026-11-11,activo,"Sede sintética",999999
S5000-04716,Óscar,"Muñoz García",60004716Q,s5000.04716@example.invalid,600-004-716,2026-12-12,activo,"Sede sintética",999999
S5000-04717,Nuria,"Pérez Núñez",60004717V,s5000.04717@example.invalid,"+34 600004717",2026-01-13,activo,"Sede sintética",999999
S5000-04718,Raúl,"Martín Sáez",60004718H,s5000.04718@example.invalid,600-004-718,2026-02-14,activo,"Sede sintética",999999
S5000-04719,Sofía,"Gómez León",60004719L,s5000.04719@example.invalid,"+34 600004719",2026-03-15,inactivo,"Sede sintética",999999
S5000-04720,Álvaro,"Muñoz García",60004720C,s5000.04720@example.invalid,600-004-720,2026-04-16,activo,"Sede sintética",999999
S5000-04721,Lucía,"Pérez Núñez",60004721K,s5000.04721@example.invalid,"+34 600004721",2026-05-17,activo,"Sede sintética",999999
S5000-04722,Iñigo,"Martín Sáez",60004722E,s5000.04722@example.invalid,600-004-722,2026-06-18,activo,"Sede sintética",999999
S5000-04723,"María José","Gómez León",60004723T,s5000.04723@example.invalid,"+34 600004723",2026-07-19,activo,"Sede sintética",999999
S5000-04724,Óscar,"Muñoz García",60004724R,s5000.04724@example.invalid,600-004-724,2026-08-20,activo,"Sede sintética",999999
S5000-04725,Nuria,"Pérez Núñez",60004725W,s5000.04725@example.invalid,"+34 600004725",2026-09-21,activo,"Sede sintética",999999
S5000-04726,Raúl,"Martín Sáez",60004726A,s5000.04726@example.invalid,600-004-726,2026-10-22,activo,"Sede sintética",999999
S5000-04727,Sofía,"Gómez León",60004727G,s5000.04727@example.invalid,"+34 600004727",2026-11-23,activo,"Sede sintética",999999
S5000-04728,Álvaro,"Muñoz García",60004728M,s5000.04728@example.invalid,600-004-728,2026-12-24,activo,"Sede sintética",999999
S5000-04729,Lucía,"Pérez Núñez",60004729Y,s5000.04729@example.invalid,"+34 600004729",2026-01-25,activo,"Sede sintética",999999
S5000-04730,Iñigo,"Martín Sáez",60004730F,s5000.04730@example.invalid,600-004-730,2026-02-26,inactivo,"Sede sintética",999999
S5000-04731,"María José","Gómez León",60004731P,s5000.04731@example.invalid,"+34 600004731",2026-03-27,activo,"Sede sintética",999999
S5000-04732,Óscar,"Muñoz García",60004732D,s5000.04732@example.invalid,600-004-732,2026-04-28,activo,"Sede sintética",999999
S5000-04733,Nuria,"Pérez Núñez",60004733X,s5000.04733@example.invalid,"+34 600004733",2026-05-01,activo,"Sede sintética",999999
S5000-04734,Raúl,"Martín Sáez",60004734B,s5000.04734@example.invalid,600-004-734,2026-06-02,activo,"Sede sintética",999999
S5000-04735,Sofía,"Gómez León",60004735N,s5000.04735@example.invalid,"+34 600004735",2026-07-03,activo,"Sede sintética",999999
S5000-04736,Álvaro,"Muñoz García",60004736J,s5000.04736@example.invalid,600-004-736,2026-08-04,activo,"Sede sintética",999999
S5000-04737,Lucía,"Pérez Núñez",60004737Z,s5000.04737@example.invalid,"+34 600004737",2026-09-05,activo,"Sede sintética",999999
S5000-04738,Iñigo,"Martín Sáez",60004738S,s5000.04738@example.invalid,600-004-738,2026-10-06,activo,"Sede sintética",999999
S5000-04739,"María José","Gómez León",60004739Q,s5000.04739@example.invalid,"+34 600004739",2026-11-07,activo,"Sede sintética",999999
S5000-04740,Óscar,"Muñoz García",60004740V,s5000.04740@example.invalid,600-004-740,2026-12-08,activo,"Sede sintética",999999
S5000-04741,Nuria,"Pérez Núñez",60004741H,s5000.04741@example.invalid,"+34 600004741",2026-01-09,inactivo,"Sede sintética",999999
S5000-04742,Raúl,"Martín Sáez",60004742L,s5000.04742@example.invalid,600-004-742,2026-02-10,activo,"Sede sintética",999999
S5000-04743,Sofía,"Gómez León",60004743C,s5000.04743@example.invalid,"+34 600004743",2026-03-11,activo,"Sede sintética",999999
S5000-04744,Álvaro,"Muñoz García",60004744K,s5000.04744@example.invalid,600-004-744,2026-04-12,activo,"Sede sintética",999999
S5000-04745,Lucía,"Pérez Núñez",60004745E,s5000.04745@example.invalid,"+34 600004745",2026-05-13,activo,"Sede sintética",999999
S5000-04746,Iñigo,"Martín Sáez",60004746T,s5000.04746@example.invalid,600-004-746,2026-06-14,activo,"Sede sintética",999999
S5000-04747,"María José","Gómez León",60004747R,s5000.04747@example.invalid,"+34 600004747",2026-07-15,activo,"Sede sintética",999999
S5000-04748,Óscar,"Muñoz García",60004748W,s5000.04748@example.invalid,600-004-748,2026-08-16,activo,"Sede sintética",999999
S5000-04749,Nuria,"Pérez Núñez",60004749A,s5000.04749@example.invalid,"+34 600004749",2026-09-17,activo,"Sede sintética",999999
S5000-04750,Raúl,"Martín Sáez",60004750G,s5000.04750@example.invalid,600-004-750,2026-10-18,activo,"Sede sintética",999999
S5000-04751,Sofía,"Gómez León",60004751M,s5000.04751@example.invalid,"+34 600004751",2026-11-19,activo,"Sede sintética",999999
S5000-04752,Álvaro,"Muñoz García",60004752Y,s5000.04752@example.invalid,600-004-752,2026-12-20,inactivo,"Sede sintética",999999
S5000-04753,Lucía,"Pérez Núñez",60004753F,s5000.04753@example.invalid,"+34 600004753",2026-01-21,activo,"Sede sintética",999999
S5000-04754,Iñigo,"Martín Sáez",60004754P,s5000.04754@example.invalid,600-004-754,2026-02-22,activo,"Sede sintética",999999
S5000-04755,"María José","Gómez León",60004755D,s5000.04755@example.invalid,"+34 600004755",2026-03-23,activo,"Sede sintética",999999
S5000-04756,Óscar,"Muñoz García",60004756X,s5000.04756@example.invalid,600-004-756,2026-04-24,activo,"Sede sintética",999999
S5000-04757,Nuria,"Pérez Núñez",60004757B,s5000.04757@example.invalid,"+34 600004757",2026-05-25,activo,"Sede sintética",999999
S5000-04758,Raúl,"Martín Sáez",60004758N,s5000.04758@example.invalid,600-004-758,2026-06-26,activo,"Sede sintética",999999
S5000-04759,Sofía,"Gómez León",60004759J,s5000.04759@example.invalid,"+34 600004759",2026-07-27,activo,"Sede sintética",999999
S5000-04760,Álvaro,"Muñoz García",60004760Z,s5000.04760@example.invalid,600-004-760,2026-08-28,activo,"Sede sintética",999999
S5000-04761,Lucía,"Pérez Núñez",60004761S,s5000.04761@example.invalid,"+34 600004761",2026-09-01,activo,"Sede sintética",999999
S5000-04762,Iñigo,"Martín Sáez",60004762Q,s5000.04762@example.invalid,600-004-762,2026-10-02,activo,"Sede sintética",999999
S5000-04763,"María José","Gómez León",60004763V,s5000.04763@example.invalid,"+34 600004763",2026-11-03,inactivo,"Sede sintética",999999
S5000-04764,Óscar,"Muñoz García",60004764H,s5000.04764@example.invalid,600-004-764,2026-12-04,activo,"Sede sintética",999999
S5000-04765,Nuria,"Pérez Núñez",60004765L,s5000.04765@example.invalid,"+34 600004765",2026-01-05,activo,"Sede sintética",999999
S5000-04766,Raúl,"Martín Sáez",60004766C,s5000.04766@example.invalid,600-004-766,2026-02-06,activo,"Sede sintética",999999
S5000-04767,Sofía,"Gómez León",60004767K,s5000.04767@example.invalid,"+34 600004767",2026-03-07,activo,"Sede sintética",999999
S5000-04768,Álvaro,"Muñoz García",60004768E,s5000.04768@example.invalid,600-004-768,2026-04-08,activo,"Sede sintética",999999
S5000-04769,Lucía,"Pérez Núñez",60004769T,s5000.04769@example.invalid,"+34 600004769",2026-05-09,activo,"Sede sintética",999999
S5000-04770,Iñigo,"Martín Sáez",60004770R,s5000.04770@example.invalid,600-004-770,2026-06-10,activo,"Sede sintética",999999
S5000-04771,"María José","Gómez León",60004771W,s5000.04771@example.invalid,"+34 600004771",2026-07-11,activo,"Sede sintética",999999
S5000-04772,Óscar,"Muñoz García",60004772A,s5000.04772@example.invalid,600-004-772,2026-08-12,activo,"Sede sintética",999999
S5000-04773,Nuria,"Pérez Núñez",60004773G,s5000.04773@example.invalid,"+34 600004773",2026-09-13,activo,"Sede sintética",999999
S5000-04774,Raúl,"Martín Sáez",60004774M,s5000.04774@example.invalid,600-004-774,2026-10-14,inactivo,"Sede sintética",999999
S5000-04775,Sofía,"Gómez León",60004775Y,s5000.04775@example.invalid,"+34 600004775",2026-11-15,activo,"Sede sintética",999999
S5000-04776,Álvaro,"Muñoz García",60004776F,s5000.04776@example.invalid,600-004-776,2026-12-16,activo,"Sede sintética",999999
S5000-04777,Lucía,"Pérez Núñez",60004777P,s5000.04777@example.invalid,"+34 600004777",2026-01-17,activo,"Sede sintética",999999
S5000-04778,Iñigo,"Martín Sáez",60004778D,s5000.04778@example.invalid,600-004-778,2026-02-18,activo,"Sede sintética",999999
S5000-04779,"María José","Gómez León",60004779X,s5000.04779@example.invalid,"+34 600004779",2026-03-19,activo,"Sede sintética",999999
S5000-04780,Óscar,"Muñoz García",60004780B,s5000.04780@example.invalid,600-004-780,2026-04-20,activo,"Sede sintética",999999
S5000-04781,Nuria,"Pérez Núñez",60004781N,s5000.04781@example.invalid,"+34 600004781",2026-05-21,activo,"Sede sintética",999999
S5000-04782,Raúl,"Martín Sáez",60004782J,s5000.04782@example.invalid,600-004-782,2026-06-22,activo,"Sede sintética",999999
S5000-04783,Sofía,"Gómez León",60004783Z,s5000.04783@example.invalid,"+34 600004783",2026-07-23,activo,"Sede sintética",999999
S5000-04784,Álvaro,"Muñoz García",60004784S,s5000.04784@example.invalid,600-004-784,2026-08-24,activo,"Sede sintética",999999
S5000-04785,Lucía,"Pérez Núñez",60004785Q,s5000.04785@example.invalid,"+34 600004785",2026-09-25,inactivo,"Sede sintética",999999
S5000-04786,Iñigo,"Martín Sáez",60004786V,s5000.04786@example.invalid,600-004-786,2026-10-26,activo,"Sede sintética",999999
S5000-04787,"María José","Gómez León",60004787H,s5000.04787@example.invalid,"+34 600004787",2026-11-27,activo,"Sede sintética",999999
S5000-04788,Óscar,"Muñoz García",60004788L,s5000.04788@example.invalid,600-004-788,2026-12-28,activo,"Sede sintética",999999
S5000-04789,Nuria,"Pérez Núñez",60004789C,s5000.04789@example.invalid,"+34 600004789",2026-01-01,activo,"Sede sintética",999999
S5000-04790,Raúl,"Martín Sáez",60004790K,s5000.04790@example.invalid,600-004-790,2026-02-02,activo,"Sede sintética",999999
S5000-04791,Sofía,"Gómez León",60004791E,s5000.04791@example.invalid,"+34 600004791",2026-03-03,activo,"Sede sintética",999999
S5000-04792,Álvaro,"Muñoz García",60004792T,s5000.04792@example.invalid,600-004-792,2026-04-04,activo,"Sede sintética",999999
S5000-04793,Lucía,"Pérez Núñez",60004793R,s5000.04793@example.invalid,"+34 600004793",2026-05-05,activo,"Sede sintética",999999
S5000-04794,Iñigo,"Martín Sáez",60004794W,s5000.04794@example.invalid,600-004-794,2026-06-06,activo,"Sede sintética",999999
S5000-04795,"María José","Gómez León",60004795A,s5000.04795@example.invalid,"+34 600004795",2026-07-07,activo,"Sede sintética",999999
S5000-04796,Óscar,"Muñoz García",60004796G,s5000.04796@example.invalid,600-004-796,2026-08-08,inactivo,"Sede sintética",999999
S5000-04797,Nuria,"Pérez Núñez",60004797M,s5000.04797@example.invalid,"+34 600004797",2026-09-09,activo,"Sede sintética",999999
S5000-04798,Raúl,"Martín Sáez",60004798Y,s5000.04798@example.invalid,600-004-798,2026-10-10,activo,"Sede sintética",999999
S5000-04799,Sofía,"Gómez León",60004799F,s5000.04799@example.invalid,"+34 600004799",2026-11-11,activo,"Sede sintética",999999
S5000-04800,Álvaro,"Muñoz García",60004800P,s5000.04800@example.invalid,600-004-800,2026-12-12,activo,"Sede sintética",999999
S5000-04801,Lucía,"Pérez Núñez",60004801D,s5000.04801@example.invalid,"+34 600004801",2026-01-13,activo,"Sede sintética",999999
S5000-04802,Iñigo,"Martín Sáez",60004802X,s5000.04802@example.invalid,600-004-802,2026-02-14,activo,"Sede sintética",999999
S5000-04803,"María José","Gómez León",60004803B,s5000.04803@example.invalid,"+34 600004803",2026-03-15,activo,"Sede sintética",999999
S5000-04804,Óscar,"Muñoz García",60004804N,s5000.04804@example.invalid,600-004-804,2026-04-16,activo,"Sede sintética",999999
S5000-04805,Nuria,"Pérez Núñez",60004805J,s5000.04805@example.invalid,"+34 600004805",2026-05-17,activo,"Sede sintética",999999
S5000-04806,Raúl,"Martín Sáez",60004806Z,s5000.04806@example.invalid,600-004-806,2026-06-18,activo,"Sede sintética",999999
S5000-04807,Sofía,"Gómez León",60004807S,s5000.04807@example.invalid,"+34 600004807",2026-07-19,inactivo,"Sede sintética",999999
S5000-04808,Álvaro,"Muñoz García",60004808Q,s5000.04808@example.invalid,600-004-808,2026-08-20,activo,"Sede sintética",999999
S5000-04809,Lucía,"Pérez Núñez",60004809V,s5000.04809@example.invalid,"+34 600004809",2026-09-21,activo,"Sede sintética",999999
S5000-04810,Iñigo,"Martín Sáez",60004810H,s5000.04810@example.invalid,600-004-810,2026-10-22,activo,"Sede sintética",999999
S5000-04811,"María José","Gómez León",60004811L,s5000.04811@example.invalid,"+34 600004811",2026-11-23,activo,"Sede sintética",999999
S5000-04812,Óscar,"Muñoz García",60004812C,s5000.04812@example.invalid,600-004-812,2026-12-24,activo,"Sede sintética",999999
S5000-04813,Nuria,"Pérez Núñez",60004813K,s5000.04813@example.invalid,"+34 600004813",2026-01-25,activo,"Sede sintética",999999
S5000-04814,Raúl,"Martín Sáez",60004814E,s5000.04814@example.invalid,600-004-814,2026-02-26,activo,"Sede sintética",999999
S5000-04815,Sofía,"Gómez León",60004815T,s5000.04815@example.invalid,"+34 600004815",2026-03-27,activo,"Sede sintética",999999
S5000-04816,Álvaro,"Muñoz García",60004816R,s5000.04816@example.invalid,600-004-816,2026-04-28,activo,"Sede sintética",999999
S5000-04817,Lucía,"Pérez Núñez",60004817W,s5000.04817@example.invalid,"+34 600004817",2026-05-01,activo,"Sede sintética",999999
S5000-04818,Iñigo,"Martín Sáez",60004818A,s5000.04818@example.invalid,600-004-818,2026-06-02,inactivo,"Sede sintética",999999
S5000-04819,"María José","Gómez León",60004819G,s5000.04819@example.invalid,"+34 600004819",2026-07-03,activo,"Sede sintética",999999
S5000-04820,Óscar,"Muñoz García",60004820M,s5000.04820@example.invalid,600-004-820,2026-08-04,activo,"Sede sintética",999999
S5000-04821,Nuria,"Pérez Núñez",60004821Y,s5000.04821@example.invalid,"+34 600004821",2026-09-05,activo,"Sede sintética",999999
S5000-04822,Raúl,"Martín Sáez",60004822F,s5000.04822@example.invalid,600-004-822,2026-10-06,activo,"Sede sintética",999999
S5000-04823,Sofía,"Gómez León",60004823P,s5000.04823@example.invalid,"+34 600004823",2026-11-07,activo,"Sede sintética",999999
S5000-04824,Álvaro,"Muñoz García",60004824D,s5000.04824@example.invalid,600-004-824,2026-12-08,activo,"Sede sintética",999999
S5000-04825,Lucía,"Pérez Núñez",60004825X,s5000.04825@example.invalid,"+34 600004825",2026-01-09,activo,"Sede sintética",999999
S5000-04826,Iñigo,"Martín Sáez",60004826B,s5000.04826@example.invalid,600-004-826,2026-02-10,activo,"Sede sintética",999999
S5000-04827,"María José","Gómez León",60004827N,s5000.04827@example.invalid,"+34 600004827",2026-03-11,activo,"Sede sintética",999999
S5000-04828,Óscar,"Muñoz García",60004828J,s5000.04828@example.invalid,600-004-828,2026-04-12,activo,"Sede sintética",999999
S5000-04829,Nuria,"Pérez Núñez",60004829Z,s5000.04829@example.invalid,"+34 600004829",2026-05-13,inactivo,"Sede sintética",999999
S5000-04830,Raúl,"Martín Sáez",60004830S,s5000.04830@example.invalid,600-004-830,2026-06-14,activo,"Sede sintética",999999
S5000-04831,Sofía,"Gómez León",60004831Q,s5000.04831@example.invalid,"+34 600004831",2026-07-15,activo,"Sede sintética",999999
S5000-04832,Álvaro,"Muñoz García",60004832V,s5000.04832@example.invalid,600-004-832,2026-08-16,activo,"Sede sintética",999999
S5000-04833,Lucía,"Pérez Núñez",60004833H,s5000.04833@example.invalid,"+34 600004833",2026-09-17,activo,"Sede sintética",999999
S5000-04834,Iñigo,"Martín Sáez",60004834L,s5000.04834@example.invalid,600-004-834,2026-10-18,activo,"Sede sintética",999999
S5000-04835,"María José","Gómez León",60004835C,s5000.04835@example.invalid,"+34 600004835",2026-11-19,activo,"Sede sintética",999999
S5000-04836,Óscar,"Muñoz García",60004836K,s5000.04836@example.invalid,600-004-836,2026-12-20,activo,"Sede sintética",999999
S5000-04837,Nuria,"Pérez Núñez",60004837E,s5000.04837@example.invalid,"+34 600004837",2026-01-21,activo,"Sede sintética",999999
S5000-04838,Raúl,"Martín Sáez",60004838T,s5000.04838@example.invalid,600-004-838,2026-02-22,activo,"Sede sintética",999999
S5000-04839,Sofía,"Gómez León",60004839R,s5000.04839@example.invalid,"+34 600004839",2026-03-23,activo,"Sede sintética",999999
S5000-04840,Álvaro,"Muñoz García",60004840W,s5000.04840@example.invalid,600-004-840,2026-04-24,inactivo,"Sede sintética",999999
S5000-04841,Lucía,"Pérez Núñez",60004841A,s5000.04841@example.invalid,"+34 600004841",2026-05-25,activo,"Sede sintética",999999
S5000-04842,Iñigo,"Martín Sáez",60004842G,s5000.04842@example.invalid,600-004-842,2026-06-26,activo,"Sede sintética",999999
S5000-04843,"María José","Gómez León",60004843M,s5000.04843@example.invalid,"+34 600004843",2026-07-27,activo,"Sede sintética",999999
S5000-04844,Óscar,"Muñoz García",60004844Y,s5000.04844@example.invalid,600-004-844,2026-08-28,activo,"Sede sintética",999999
S5000-04845,Nuria,"Pérez Núñez",60004845F,s5000.04845@example.invalid,"+34 600004845",2026-09-01,activo,"Sede sintética",999999
S5000-04846,Raúl,"Martín Sáez",60004846P,s5000.04846@example.invalid,600-004-846,2026-10-02,activo,"Sede sintética",999999
S5000-04847,Sofía,"Gómez León",60004847D,s5000.04847@example.invalid,"+34 600004847",2026-11-03,activo,"Sede sintética",999999
S5000-04848,Álvaro,"Muñoz García",60004848X,s5000.04848@example.invalid,600-004-848,2026-12-04,activo,"Sede sintética",999999
S5000-04849,Lucía,"Pérez Núñez",60004849B,s5000.04849@example.invalid,"+34 600004849",2026-01-05,activo,"Sede sintética",999999
S5000-04850,Iñigo,"Martín Sáez",60004850N,s5000.04850@example.invalid,600-004-850,2026-02-06,activo,"Sede sintética",999999
S5000-04851,"María José","Gómez León",60004851J,s5000.04851@example.invalid,"+34 600004851",2026-03-07,inactivo,"Sede sintética",999999
S5000-04852,Óscar,"Muñoz García",60004852Z,s5000.04852@example.invalid,600-004-852,2026-04-08,activo,"Sede sintética",999999
S5000-04853,Nuria,"Pérez Núñez",60004853S,s5000.04853@example.invalid,"+34 600004853",2026-05-09,activo,"Sede sintética",999999
S5000-04854,Raúl,"Martín Sáez",60004854Q,s5000.04854@example.invalid,600-004-854,2026-06-10,activo,"Sede sintética",999999
S5000-04855,Sofía,"Gómez León",60004855V,s5000.04855@example.invalid,"+34 600004855",2026-07-11,activo,"Sede sintética",999999
S5000-04856,Álvaro,"Muñoz García",60004856H,s5000.04856@example.invalid,600-004-856,2026-08-12,activo,"Sede sintética",999999
S5000-04857,Lucía,"Pérez Núñez",60004857L,s5000.04857@example.invalid,"+34 600004857",2026-09-13,activo,"Sede sintética",999999
S5000-04858,Iñigo,"Martín Sáez",60004858C,s5000.04858@example.invalid,600-004-858,2026-10-14,activo,"Sede sintética",999999
S5000-04859,"María José","Gómez León",60004859K,s5000.04859@example.invalid,"+34 600004859",2026-11-15,activo,"Sede sintética",999999
S5000-04860,Óscar,"Muñoz García",60004860E,s5000.04860@example.invalid,600-004-860,2026-12-16,activo,"Sede sintética",999999
